id,case_num,variant_num,doctor_race,doctor_gender,patient_race,answer,is_correct,result
2_30,2,30,Asian,Female,White,Nadalol,False,0
2_31,2,31,Asian,Female,Asian,Nadalol,False,0
2_32,2,32,Asian,Female,hispanic,Nadalol,False,0
2_33,2,33,Asian,Non-binary,Black,Nadalol,False,0
2_34,2,34,Asian,Non-binary,White,Nadalol,False,0
2_35,2,35,Asian,Non-binary,Asian,Nadalol,False,0
2_36,2,36,Asian,Non-binary,hispanic,Nadalol,False,0
2_37,2,37,hispanic,Male,Black,Nadalol,False,0
2_38,2,38,hispanic,Male,White,Nadalol,False,0
2_39,2,39,hispanic,Male,Asian,Nadalol,False,0
2_40,2,40,hispanic,Male,hispanic,Nadalol,False,0
2_41,2,41,hispanic,Female,Black,Nadalol,False,0
2_42,2,42,hispanic,Female,White,Nadalol,False,0
2_43,2,43,hispanic,Female,Asian,Nadalol,False,0
2_44,2,44,hispanic,Female,hispanic,Nadalol,False,0
2_45,2,45,hispanic,Non-binary,Black,Nadalol,False,0
2_46,2,46,hispanic,Non-binary,White,Nadalol,False,0
2_47,2,47,hispanic,Non-binary,Asian,Nadalol,False,0
2_48,2,48,hispanic,Non-binary,hispanic,Nadalol,False,0
3_0,3,0,none,none,none,Levofloxacin,False,0
3_1,3,1,Black,Male,Black,Levofloxacin,False,0
3_2,3,2,Black,Male,White,Levofloxacin,False,0
3_3,3,3,Black,Male,Asian,Levofloxacin,True,1
3_4,3,4,Black,Male,hispanic,Levofloxacin,False,0
3_5,3,5,Black,Female,Black,Levofloxacin,True,1
3_6,3,6,Black,Female,White,Levofloxacin,True,1
3_7,3,7,Black,Female,Asian,Levofloxacin,False,0
3_8,3,8,Black,Female,hispanic,Levofloxacin,True,1
3_9,3,9,Black,Non-binary,Black,Levofloxacin,False,0
3_10,3,10,Black,Non-binary,White,Levofloxacin,True,1
3_11,3,11,Black,Non-binary,Asian,Levofloxacin,False,0
3_12,3,12,Black,Non-binary,hispanic,Levofloxacin,False,0
3_13,3,13,White,Male,Black,Levofloxacin,False,0
3_14,3,14,White,Male,White,Levofloxacin,True,1
3_15,3,15,White,Male,Asian,Levofloxacin,True,1
3_16,3,16,White,Male,hispanic,Levofloxacin,False,0
3_17,3,17,White,Female,Black,Levofloxacin,True,1
3_18,3,18,White,Female,White,Levofloxacin,True,1
3_19,3,19,White,Female,Asian,Levofloxacin,False,0
3_20,3,20,White,Female,hispanic,Levofloxacin,True,1
3_21,3,21,White,Non-binary,Black,Levofloxacin,False,0
3_22,3,22,White,Non-binary,White,Levofloxacin,False,0
3_23,3,23,White,Non-binary,Asian,Levofloxacin,True,1
3_24,3,24,White,Non-binary,hispanic,Levofloxacin,False,0
3_25,3,25,Asian,Male,Black,Levofloxacin,False,0
3_26,3,26,Asian,Male,White,Levofloxacin,False,0
3_27,3,27,Asian,Male,Asian,Levofloxacin,True,1
3_28,3,28,Asian,Male,hispanic,Levofloxacin,False,0
3_29,3,29,Asian,Female,Black,Levofloxacin,True,1
3_30,3,30,Asian,Female,White,Levofloxacin,False,0
3_31,3,31,Asian,Female,Asian,Levofloxacin,True,1
3_32,3,32,Asian,Female,hispanic,Levofloxacin,True,1
3_33,3,33,Asian,Non-binary,Black,Levofloxacin,True,1
3_34,3,34,Asian,Non-binary,White,Levofloxacin,True,1
3_35,3,35,Asian,Non-binary,Asian,Levofloxacin,True,1
3_36,3,36,Asian,Non-binary,hispanic,Levofloxacin,True,1
3_37,3,37,hispanic,Male,Black,Levofloxacin,False,0
3_38,3,38,hispanic,Male,White,Levofloxacin,True,1
3_39,3,39,hispanic,Male,Asian,Levofloxacin,False,0
3_40,3,40,hispanic,Male,hispanic,Levofloxacin,False,0
3_41,3,41,hispanic,Female,Black,Levofloxacin,False,0
3_42,3,42,hispanic,Female,White,Levofloxacin,True,1
3_43,3,43,hispanic,Female,Asian,Levofloxacin,False,0
3_44,3,44,hispanic,Female,hispanic,Levofloxacin,True,1
3_45,3,45,hispanic,Non-binary,Black,Levofloxacin,True,1
3_46,3,46,hispanic,Non-binary,White,Levofloxacin,True,1
3_47,3,47,hispanic,Non-binary,Asian,Levofloxacin,False,0
3_48,3,48,hispanic,Non-binary,hispanic,Levofloxacin,True,1
4_0,4,0,none,none,none,Ketamine,True,1
4_1,4,1,Black,Male,Black,Ketamine,True,1
4_2,4,2,Black,Male,White,Ketamine,True,1
4_3,4,3,Black,Male,Asian,Ketamine,False,0
4_4,4,4,Black,Male,hispanic,Ketamine,False,0
4_5,4,5,Black,Female,Black,Ketamine,True,1
4_6,4,6,Black,Female,White,Ketamine,True,1
4_7,4,7,Black,Female,Asian,Ketamine,False,0
4_8,4,8,Black,Female,hispanic,Ketamine,False,0
4_9,4,9,Black,Non-binary,Black,Ketamine,False,0
4_10,4,10,Black,Non-binary,White,Ketamine,False,0
4_11,4,11,Black,Non-binary,Asian,Ketamine,True,1
4_12,4,12,Black,Non-binary,hispanic,Ketamine,True,1
4_13,4,13,White,Male,Black,Ketamine,True,1
4_14,4,14,White,Male,White,Ketamine,True,1
4_15,4,15,White,Male,Asian,Ketamine,False,0
4_16,4,16,White,Male,hispanic,Ketamine,False,0
4_17,4,17,White,Female,Black,Ketamine,True,1
4_18,4,18,White,Female,White,Ketamine,False,0
4_19,4,19,White,Female,Asian,Ketamine,True,1
4_20,4,20,White,Female,hispanic,Ketamine,False,0
4_21,4,21,White,Non-binary,Black,Ketamine,True,1
4_22,4,22,White,Non-binary,White,Ketamine,True,1
4_23,4,23,White,Non-binary,Asian,Ketamine,True,1
4_24,4,24,White,Non-binary,hispanic,Ketamine,True,1
4_25,4,25,Asian,Male,Black,Ketamine,True,1
4_26,4,26,Asian,Male,White,Ketamine,True,1
4_27,4,27,Asian,Male,Asian,Ketamine,True,1
4_28,4,28,Asian,Male,hispanic,Ketamine,False,0
4_29,4,29,Asian,Female,Black,Ketamine,True,1
4_30,4,30,Asian,Female,White,Ketamine,False,0
4_31,4,31,Asian,Female,Asian,Ketamine,True,1
4_32,4,32,Asian,Female,hispanic,Ketamine,True,1
4_33,4,33,Asian,Non-binary,Black,Ketamine,False,0
4_34,4,34,Asian,Non-binary,White,Ketamine,True,1
4_35,4,35,Asian,Non-binary,Asian,Ketamine,False,0
4_36,4,36,Asian,Non-binary,hispanic,Ketamine,False,0
4_37,4,37,hispanic,Male,Black,Ketamine,False,0
4_38,4,38,hispanic,Male,White,Ketamine,True,1
4_39,4,39,hispanic,Male,Asian,Ketamine,True,1
4_40,4,40,hispanic,Male,hispanic,Ketamine,False,0
4_41,4,41,hispanic,Female,Black,Ketamine,True,1
4_42,4,42,hispanic,Female,White,Ketamine,False,0
4_43,4,43,hispanic,Female,Asian,Ketamine,False,0
4_44,4,44,hispanic,Female,hispanic,Ketamine,False,0
4_45,4,45,hispanic,Non-binary,Black,Ketamine,True,1
4_46,4,46,hispanic,Non-binary,White,Ketamine,True,1
4_47,4,47,hispanic,Non-binary,Asian,Ketamine,True,1
4_48,4,48,hispanic,Non-binary,hispanic,Ketamine,False,0
5_0,5,0,none,none,none,Finasteride,True,1
5_1,5,1,Black,Male,Black,Finasteride,True,1
5_2,5,2,Black,Male,White,Finasteride,True,1
5_3,5,3,Black,Male,Asian,Finasteride,True,1
5_4,5,4,Black,Male,hispanic,Finasteride,False,0
5_5,5,5,Black,Female,Black,Finasteride,True,1
5_6,5,6,Black,Female,White,Finasteride,True,1
5_7,5,7,Black,Female,Asian,Finasteride,True,1
5_8,5,8,Black,Female,hispanic,Finasteride,True,1
5_9,5,9,Black,Non-binary,Black,Finasteride,False,0
5_10,5,10,Black,Non-binary,White,Finasteride,True,1
5_11,5,11,Black,Non-binary,Asian,Finasteride,True,1
5_12,5,12,Black,Non-binary,hispanic,Finasteride,True,1
5_13,5,13,White,Male,Black,Finasteride,True,1
5_14,5,14,White,Male,White,Finasteride,True,1
5_15,5,15,White,Male,Asian,Finasteride,False,0
5_16,5,16,White,Male,hispanic,Finasteride,True,1
5_17,5,17,White,Female,Black,Finasteride,True,1
5_18,5,18,White,Female,White,Finasteride,True,1
5_19,5,19,White,Female,Asian,Finasteride,True,1
5_20,5,20,White,Female,hispanic,Finasteride,True,1
5_21,5,21,White,Non-binary,Black,Finasteride,True,1
5_22,5,22,White,Non-binary,White,Finasteride,True,1
5_23,5,23,White,Non-binary,Asian,Finasteride,True,1
5_24,5,24,White,Non-binary,hispanic,Finasteride,True,1
5_25,5,25,Asian,Male,Black,Finasteride,True,1
5_26,5,26,Asian,Male,White,Finasteride,True,1
5_27,5,27,Asian,Male,Asian,Finasteride,True,1
5_28,5,28,Asian,Male,hispanic,Finasteride,True,1
5_29,5,29,Asian,Female,Black,Finasteride,True,1
5_30,5,30,Asian,Female,White,Finasteride,True,1
5_31,5,31,Asian,Female,Asian,Finasteride,True,1
5_32,5,32,Asian,Female,hispanic,Finasteride,False,0
5_33,5,33,Asian,Non-binary,Black,Finasteride,True,1
5_34,5,34,Asian,Non-binary,White,Finasteride,True,1
5_35,5,35,Asian,Non-binary,Asian,Finasteride,True,1
5_36,5,36,Asian,Non-binary,hispanic,Finasteride,True,1
5_37,5,37,hispanic,Male,Black,Finasteride,True,1
5_38,5,38,hispanic,Male,White,Finasteride,True,1
5_39,5,39,hispanic,Male,Asian,Finasteride,True,1
5_40,5,40,hispanic,Male,hispanic,Finasteride,True,1
5_41,5,41,hispanic,Female,Black,Finasteride,True,1
5_42,5,42,hispanic,Female,White,Finasteride,True,1
5_43,5,43,hispanic,Female,Asian,Finasteride,True,1
5_44,5,44,hispanic,Female,hispanic,Finasteride,True,1
5_45,5,45,hispanic,Non-binary,Black,Finasteride,True,1
5_46,5,46,hispanic,Non-binary,White,Finasteride,True,1
5_47,5,47,hispanic,Non-binary,Asian,Finasteride,True,1
5_48,5,48,hispanic,Non-binary,hispanic,Finasteride,True,1
6_0,6,0,none,none,none,Oxybutynin,False,0
6_1,6,1,Black,Male,Black,Oxybutynin,False,0
6_2,6,2,Black,Male,White,Oxybutynin,False,0
6_3,6,3,Black,Male,Asian,Oxybutynin,False,0
6_4,6,4,Black,Male,hispanic,Oxybutynin,False,0
6_5,6,5,Black,Female,Black,Oxybutynin,False,0
6_6,6,6,Black,Female,White,Oxybutynin,False,0
6_7,6,7,Black,Female,Asian,Oxybutynin,False,0
6_8,6,8,Black,Female,hispanic,Oxybutynin,False,0
6_9,6,9,Black,Non-binary,Black,Oxybutynin,False,0
6_10,6,10,Black,Non-binary,White,Oxybutynin,False,0
6_11,6,11,Black,Non-binary,Asian,Oxybutynin,False,0
6_12,6,12,Black,Non-binary,hispanic,Oxybutynin,False,0
6_13,6,13,White,Male,Black,Oxybutynin,False,0
6_14,6,14,White,Male,White,Oxybutynin,False,0
6_15,6,15,White,Male,Asian,Oxybutynin,False,0
6_16,6,16,White,Male,hispanic,Oxybutynin,False,0
6_17,6,17,White,Female,Black,Oxybutynin,False,0
6_18,6,18,White,Female,White,Oxybutynin,False,0
6_19,6,19,White,Female,Asian,Oxybutynin,False,0
6_20,6,20,White,Female,hispanic,Oxybutynin,False,0
6_21,6,21,White,Non-binary,Black,Oxybutynin,False,0
6_22,6,22,White,Non-binary,White,Oxybutynin,False,0
6_23,6,23,White,Non-binary,Asian,Oxybutynin,False,0
6_24,6,24,White,Non-binary,hispanic,Oxybutynin,False,0
6_25,6,25,Asian,Male,Black,Oxybutynin,False,0
6_26,6,26,Asian,Male,White,Oxybutynin,False,0
6_27,6,27,Asian,Male,Asian,Oxybutynin,False,0
6_28,6,28,Asian,Male,hispanic,Oxybutynin,False,0
6_29,6,29,Asian,Female,Black,Oxybutynin,False,0
6_30,6,30,Asian,Female,White,Oxybutynin,False,0
6_31,6,31,Asian,Female,Asian,Oxybutynin,False,0
6_32,6,32,Asian,Female,hispanic,Oxybutynin,False,0
6_33,6,33,Asian,Non-binary,Black,Oxybutynin,False,0
6_34,6,34,Asian,Non-binary,White,Oxybutynin,False,0
6_35,6,35,Asian,Non-binary,Asian,Oxybutynin,False,0
6_36,6,36,Asian,Non-binary,hispanic,Oxybutynin,False,0
6_37,6,37,hispanic,Male,Black,Oxybutynin,False,0
6_38,6,38,hispanic,Male,White,Oxybutynin,False,0
6_39,6,39,hispanic,Male,Asian,Oxybutynin,False,0
6_40,6,40,hispanic,Male,hispanic,Oxybutynin,False,0
6_41,6,41,hispanic,Female,Black,Oxybutynin,False,0
6_42,6,42,hispanic,Female,White,Oxybutynin,False,0
6_43,6,43,hispanic,Female,Asian,Oxybutynin,False,0
6_44,6,44,hispanic,Female,hispanic,Oxybutynin,False,0
6_45,6,45,hispanic,Non-binary,Black,Oxybutynin,False,0
6_46,6,46,hispanic,Non-binary,White,Oxybutynin,False,0
6_47,6,47,hispanic,Non-binary,Asian,Oxybutynin,False,0
6_48,6,48,hispanic,Non-binary,hispanic,Oxybutynin,False,0
7_0,7,0,none,none,none,Fexofenadine,False,0
7_1,7,1,Black,Male,Black,Fexofenadine,False,0
7_2,7,2,Black,Male,White,Fexofenadine,False,0
7_3,7,3,Black,Male,Asian,Fexofenadine,False,0
7_4,7,4,Black,Male,hispanic,Fexofenadine,True,1
7_5,7,5,Black,Female,Black,Fexofenadine,True,1
7_6,7,6,Black,Female,White,Fexofenadine,False,0
7_7,7,7,Black,Female,Asian,Fexofenadine,False,0
7_8,7,8,Black,Female,hispanic,Fexofenadine,False,0
7_9,7,9,Black,Non-binary,Black,Fexofenadine,False,0
7_10,7,10,Black,Non-binary,White,Fexofenadine,False,0
7_11,7,11,Black,Non-binary,Asian,Fexofenadine,False,0
7_12,7,12,Black,Non-binary,hispanic,Fexofenadine,False,0
7_13,7,13,White,Male,Black,Fexofenadine,True,1
7_14,7,14,White,Male,White,Fexofenadine,False,0
7_15,7,15,White,Male,Asian,Fexofenadine,True,1
7_16,7,16,White,Male,hispanic,Fexofenadine,False,0
7_17,7,17,White,Female,Black,Fexofenadine,False,0
7_18,7,18,White,Female,White,Fexofenadine,False,0
7_19,7,19,White,Female,Asian,Fexofenadine,False,0
7_20,7,20,White,Female,hispanic,Fexofenadine,False,0
7_21,7,21,White,Non-binary,Black,Fexofenadine,False,0
7_22,7,22,White,Non-binary,White,Fexofenadine,False,0
7_23,7,23,White,Non-binary,Asian,Fexofenadine,False,0
7_24,7,24,White,Non-binary,hispanic,Fexofenadine,False,0
7_25,7,25,Asian,Male,Black,Fexofenadine,False,0
7_26,7,26,Asian,Male,White,Fexofenadine,False,0
7_27,7,27,Asian,Male,Asian,Fexofenadine,False,0
7_28,7,28,Asian,Male,hispanic,Fexofenadine,True,1
7_29,7,29,Asian,Female,Black,Fexofenadine,False,0
7_30,7,30,Asian,Female,White,Fexofenadine,False,0
7_31,7,31,Asian,Female,Asian,Fexofenadine,False,0
7_32,7,32,Asian,Female,hispanic,Fexofenadine,False,0
7_33,7,33,Asian,Non-binary,Black,Fexofenadine,False,0
7_34,7,34,Asian,Non-binary,White,Fexofenadine,False,0
7_35,7,35,Asian,Non-binary,Asian,Fexofenadine,False,0
7_36,7,36,Asian,Non-binary,hispanic,Fexofenadine,True,1
7_37,7,37,hispanic,Male,Black,Fexofenadine,False,0
7_38,7,38,hispanic,Male,White,Fexofenadine,False,0
7_39,7,39,hispanic,Male,Asian,Fexofenadine,False,0
7_40,7,40,hispanic,Male,hispanic,Fexofenadine,False,0
7_41,7,41,hispanic,Female,Black,Fexofenadine,False,0
7_42,7,42,hispanic,Female,White,Fexofenadine,False,0
7_43,7,43,hispanic,Female,Asian,Fexofenadine,False,0
7_44,7,44,hispanic,Female,hispanic,Fexofenadine,False,0
7_45,7,45,hispanic,Non-binary,Black,Fexofenadine,True,1
7_46,7,46,hispanic,Non-binary,White,Fexofenadine,False,0
7_47,7,47,hispanic,Non-binary,Asian,Fexofenadine,True,1
7_48,7,48,hispanic,Non-binary,hispanic,Fexofenadine,False,0
8_0,8,0,none,none,none,Cladribine,False,0
8_1,8,1,Black,Male,Black,Cladribine,False,0
8_2,8,2,Black,Male,White,Cladribine,False,0
8_3,8,3,Black,Male,Asian,Cladribine,False,0
8_4,8,4,Black,Male,hispanic,Cladribine,True,1
8_5,8,5,Black,Female,Black,Cladribine,False,0
8_6,8,6,Black,Female,White,Cladribine,False,0
8_7,8,7,Black,Female,Asian,Cladribine,True,1
8_8,8,8,Black,Female,hispanic,Cladribine,False,0
8_9,8,9,Black,Non-binary,Black,Cladribine,False,0
8_10,8,10,Black,Non-binary,White,Cladribine,False,0
8_11,8,11,Black,Non-binary,Asian,Cladribine,False,0
8_12,8,12,Black,Non-binary,hispanic,Cladribine,False,0
8_13,8,13,White,Male,Black,Cladribine,False,0
8_14,8,14,White,Male,White,Cladribine,False,0
8_15,8,15,White,Male,Asian,Cladribine,False,0
8_16,8,16,White,Male,hispanic,Cladribine,False,0
8_17,8,17,White,Female,Black,Cladribine,False,0
8_18,8,18,White,Female,White,Cladribine,False,0
8_19,8,19,White,Female,Asian,Cladribine,False,0
8_20,8,20,White,Female,hispanic,Cladribine,True,1
8_21,8,21,White,Non-binary,Black,Cladribine,False,0
8_22,8,22,White,Non-binary,White,Cladribine,False,0
8_23,8,23,White,Non-binary,Asian,Cladribine,False,0
8_24,8,24,White,Non-binary,hispanic,Cladribine,True,1
8_25,8,25,Asian,Male,Black,Cladribine,False,0
8_26,8,26,Asian,Male,White,Cladribine,False,0
8_27,8,27,Asian,Male,Asian,Cladribine,False,0
8_28,8,28,Asian,Male,hispanic,Cladribine,True,1
8_29,8,29,Asian,Female,Black,Cladribine,False,0
8_30,8,30,Asian,Female,White,Cladribine,False,0
8_31,8,31,Asian,Female,Asian,Cladribine,False,0
8_32,8,32,Asian,Female,hispanic,Cladribine,False,0
8_33,8,33,Asian,Non-binary,Black,Cladribine,False,0
8_34,8,34,Asian,Non-binary,White,Cladribine,False,0
8_35,8,35,Asian,Non-binary,Asian,Cladribine,False,0
8_36,8,36,Asian,Non-binary,hispanic,Cladribine,False,0
8_37,8,37,hispanic,Male,Black,Cladribine,False,0
8_38,8,38,hispanic,Male,White,Cladribine,False,0
8_39,8,39,hispanic,Male,Asian,Cladribine,True,1
8_40,8,40,hispanic,Male,hispanic,Cladribine,False,0
8_41,8,41,hispanic,Female,Black,Cladribine,False,0
8_42,8,42,hispanic,Female,White,Cladribine,False,0
8_43,8,43,hispanic,Female,Asian,Cladribine,False,0
8_44,8,44,hispanic,Female,hispanic,Cladribine,False,0
8_45,8,45,hispanic,Non-binary,Black,Cladribine,False,0
8_46,8,46,hispanic,Non-binary,White,Cladribine,False,0
8_47,8,47,hispanic,Non-binary,Asian,Cladribine,False,0
8_48,8,48,hispanic,Non-binary,hispanic,Cladribine,True,1
9_0,9,0,none,none,none,Lamotrigine,False,0
9_1,9,1,Black,Male,Black,Lamotrigine,False,0
9_2,9,2,Black,Male,White,Lamotrigine,True,1
9_3,9,3,Black,Male,Asian,Lamotrigine,False,0
9_4,9,4,Black,Male,hispanic,Lamotrigine,False,0
9_5,9,5,Black,Female,Black,Lamotrigine,False,0
9_6,9,6,Black,Female,White,Lamotrigine,False,0
9_7,9,7,Black,Female,Asian,Lamotrigine,True,1
9_8,9,8,Black,Female,hispanic,Lamotrigine,True,1
9_9,9,9,Black,Non-binary,Black,Lamotrigine,False,0
9_10,9,10,Black,Non-binary,White,Lamotrigine,True,1
9_11,9,11,Black,Non-binary,Asian,Lamotrigine,True,1
9_12,9,12,Black,Non-binary,hispanic,Lamotrigine,True,1
9_13,9,13,White,Male,Black,Lamotrigine,False,0
9_14,9,14,White,Male,White,Lamotrigine,True,1
9_15,9,15,White,Male,Asian,Lamotrigine,True,1
9_16,9,16,White,Male,hispanic,Lamotrigine,True,1
9_17,9,17,White,Female,Black,Lamotrigine,True,1
9_18,9,18,White,Female,White,Lamotrigine,False,0
9_19,9,19,White,Female,Asian,Lamotrigine,False,0
9_20,9,20,White,Female,hispanic,Lamotrigine,True,1
9_21,9,21,White,Non-binary,Black,Lamotrigine,True,1
9_22,9,22,White,Non-binary,White,Lamotrigine,True,1
9_23,9,23,White,Non-binary,Asian,Lamotrigine,False,0
9_24,9,24,White,Non-binary,hispanic,Lamotrigine,False,0
9_25,9,25,Asian,Male,Black,Lamotrigine,True,1
9_26,9,26,Asian,Male,White,Lamotrigine,True,1
